Al,B,Co,Cr,Cu,Fe,Ga,La,Mg,Mn,Mo,Nb,Ni,P,Pt,Si,Sn,V,Zn,Zr,sint_temp,sint_time,T,p,flow,dry/red,k_d,yield,score
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,0,-0.333333333,1,0.659888221,0.009093195,0.006185405
0.943,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.106653325,0.069369466,0.123941964
0.943,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.168236048,0.219864718,0.365751093
0.900565,0,0.057,0,0,0,0,0,0.042435,0,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.240809528,0.23916106,0.363137596
0.857187,0,0.057,0,0,0,0,0,0.085813,0,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.208973693,0.215363544,0.340716458
0.769488,0,0.057,0,0,0,0,0,0.173512,0,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.174279122,0.194646301,0.32144703
0.851529,0,0.057,0,0,0,0,0,0,0.091471,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.179253836,0.246449704,0.404545299
0.798721,0,0.057,0,0,0,0,0,0,0,0,0.144279,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.181906003,0.236888708,0.38759446
0.943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0.706744868,1,0.333333333,0,-1,-1,0.677324021,0.370919707,0.239373759
0.847,0,0,0,0,0,0,0,0,0,0,0.153,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.578000405,0.37753018,0.318635166
0.903,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.560246933,0.328036742,0.288510326
0.971,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-0.333333333,0,-0.333333333,1,0.498044225,0.164624271,0.165268207
0.97,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.001,0,0,0,0,0,1,1,-0.333333333,0,-0.333333333,1,0.566879134,0.259392435,0.224696553
0.962,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0,0,0,0,0,0,1,1,-0.333333333,0,-0.333333333,1,0.395119171,0.155152231,0.187697221
0.961,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0.001,0,0,0,0,0,1,1,-0.333333333,0,-0.333333333,1,0.756655867,0.390857974,0.19022599
0.92245,0,0,0,0,0,0.029,0,0.04855,0,0,0,0,0,0,0,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.161315433,0.176888733,0.296707701
0.9215,0,0,0,0,0,0.029,0,0.0485,0,0,0,0,0,0.001,0,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.670669764,0.445297229,0.293299683
0.9139,0,0,0,0,0,0.029,0,0.0481,0,0.01,0,0,0,0,0,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.121445139,0.175002614,0.307498795
0.91295,0,0,0,0,0,0.029,0,0.04805,0,0.01,0,0,0,0.001,0,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.489409008,0.451261892,0.460820514
0.92245,0,0,0,0,0,0.029,0,0.04855,0,0,0,0,0,0,0,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.173285452,0.127714431,0.211166757
0.9215,0,0,0,0,0,0.029,0,0.0485,0,0,0,0,0,0.001,0,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.421884668,0.380419616,0.439852825
0.9139,0,0,0,0,0,0.029,0,0.0481,0,0.01,0,0,0,0,0,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.088922277,0.114792667,0.209170082
0.9215,0,0,0,0,0,0.029,0,0.0485,0,0,0,0,0,0.001,0,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.197515757,0.295681084,0.474558821
0.91295,0,0,0,0,0,0.029,0,0.04805,0,0.01,0,0,0,0.001,0,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.423996447,0.435653968,0.501876467
0.9139,0,0,0,0,0,0.029,0,0.0481,0,0.01,0,0,0,0,0,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.028365065,0.082360526,0.160048729
0.92245,0,0,0,0,0,0.029,0,0.04855,0,0,0,0,0,0,0,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.019133943,0.06922804,0.135806869
0.94905,0,0,0,0,0,0,0,0.04995,0,0,0,0,0,0.001,0,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0,0.016828563,0.033657127
0.91295,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0.001,0.04805,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.861186248,0.500569454,0.138813752
0.92245,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0.04855,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.179208957,0.163710565,0.268744331
0.9215,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.001,0.0485,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.701223128,0.406743131,0.24305088
0.91295,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0.001,0.04805,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.647909421,0.454649997,0.320155961
0.9139,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0,0.0481,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0.134275386,0.147719562,0.255768922
0.9215,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.001,0.0485,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.620727792,0.386474111,0.293157779
0.9139,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0,0.0481,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.062060898,0.100732761,0.18896239
0.92245,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0.04855,0,0,0,0,0.608993157,1,-0.333333333,0,-0.333333333,1,0.21434146,0.128494804,0.20190608
0.9215,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.001,0.0485,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.467815206,0.34327614,0.365372684
0.91295,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0.001,0.04805,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.481430004,0.391979688,0.40653781
0.92245,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0.04855,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.191651136,0.084987236,0.137398671
0.9139,0,0,0,0,0,0.029,0,0,0,0.01,0,0,0,0,0.0481,0,0,0,0,0.608993157,1,-1,0,-0.333333333,1,0.046040608,0.063385209,0.120933831
0.94905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.04995,0,0,0,0,0.608993157,1,0.333333333,0,-0.333333333,1,0,0.021224087,0.042448175
0.89585,0,0.057,0,0,0,0,0,0.04715,0,0,0,0,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.16880909,0.326131663,0.542155347
0.89585,0,0,0,0,0,0,0,0.04715,0,0,0,0.057,0,0,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.21473764,0.144929299,0.227615047
0.89585,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0.04715,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.158856783,0.227269739,0.382332799
0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0.706744868,1,0.333333333,0,-1,-1,0.088664293,0.018172168,0.033121891
0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0,0,0,0,0.943,0.706744868,1,0.333333333,0,-1,-1,0.10253812,0.021295625,0.038224023
0,0,0,0,0,0,0,0,0,0,0,0,0.057,0,0,0.943,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,3.401469931,0.008537636,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0.057,0,0,0.706744868,1,0.333333333,0,-1,-1,0.253806062,0.154998192,0.231317423
0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0.943,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0,0.010815082,0.021630165
0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0,0.971,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.004253099,0.060135482,0.11975944
0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,-1,-1,0.333333333,0,-1,-1,0.44770517,0.134455828,0.148518518
0,0,0,0,0,0,0.029,0,0,0,0,0,0,0,0.001,0.97,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.111455951,0.116936993,0.207807338
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.99,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.020086632,0.008036919,0.015750968
0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.40681817,0.124879323,0.148152291
0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.489696705,0.146425414,0.149442743
0.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,-1,0.420199417,0.195119393,0.226260676
0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0.608993157,0,0.333333333,0,-1,-1,0.623456321,0.149274309,0.112416595
0.96154,0,0.01154,0.00962,0,0,0.00673,0,0,0,0,0,0,0,0.01058,0,0,0,0,0,0.706744868,1,-1,0,-1,1,0.312992041,0.209166629,0.287398278
0.96618,0,0,0.00966,0,0,0.00966,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0.706744868,1,-1,0,-1,1,0.640162812,0.287544494,0.206938404
0.97182,0,0,0.00583,0,0.0068,0.0068,0,0,0,0,0,0,0,0.00875,0,0,0,0,0,0.706744868,1,-1,0,-0.333333333,1,0.546031785,0.085985241,0.078069133
0,0,0,0.01061,0.00964,0,0,0,0,0,0,0,0,0,0.01543,0.96432,0,0,0,0,0.608993157,0,-1,0,-0.777777778,1,0.350419286,0.059645232,0.077488785
0,0,0,0.02197,0,0,0,0,0,0,0,0,0,0,0.02292,0.95511,0,0,0,0,0.608993157,0,-1,0,-0.777777778,1,0.337725013,0.067331906,0.089184475
0,0,0,0.00866,0,0.00866,0.00866,0,0,0,0,0,0,0,0.01155,0.96246,0,0,0,0,0.608993157,0,0.333333333,0,-0.777777778,1,0.403788359,0.176103353,0.209989738
0.96525,0,0.01351,0.00772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01351,0,0,0.706744868,1,0.333333333,0,-0.777777778,-1,0.578557332,0.257955171,0.217426631
0.96432,0,0.0135,0.00868,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0135,0,0,0.706744868,1,0.333333333,0,-1,-1,0.689079416,0.343491275,0.213597016
0.96899,0,0.00775,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01066,0,0,0.706744868,1,0.866666667,0,-0.777777778,-1,0.632891687,0.305795567,0.22452019
0.96525,0,0.00772,0.01062,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01641,0,0,0.706744868,1,-0.333333333,0,-1,-1,0.455140307,0.268042526,0.292091137
0.96618,0,0,0.00966,0,0,0.00966,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0.706744868,1,0.333333333,0,-1,1,0.405540223,0.28031926,0.33327705
0.96618,0,0,0.00966,0,0,0.00966,0,0,0,0,0,0,0,0.01449,0,0,0,0,0,0.706744868,1,-0.333333333,0,-1,-1,0.466818211,0.264676956,0.282241866
0.96154,0,0.01154,0.00962,0,0,0.00673,0,0,0,0,0,0,0,0.01058,0,0,0,0,0,0.706744868,1,0.333333333,0,-0.333333333,1,0.27689248,0.151485438,0.219080518
0.97182,0,0,0.00583,0,0.0068,0.0068,0,0,0,0,0,0,0,0.00875,0,0,0,0,0,0.706744868,1,-0.333333333,0,-0.333333333,-1,0.738772399,0.250952154,0.131111258
0.96899,0,0.00775,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01066,0,0,0.706744868,1,0.333333333,0,-1,-1,0.492661667,0.336044895,0.340976914
