7.600000000000000000e+01,2.013343850388429057e-01,2.678840234366220430e-01
2.800000000000000000e+01,3.219496539528016732e-01,3.456533040125170930e-01
1.400000000000000000e+02,3.832481850159604186e-01,3.822536090309054946e-01
1.190000000000000000e+02,7.664473757903106366e-02,4.167225755200870685e-02
5.700000000000000000e+01,1.927124961376526779e-01,2.637694564601956171e-01
1.310000000000000000e+02,0.000000000000000000e+00,4.844960897695495955e-02
1.230000000000000000e+02,2.220367734925933131e-02,5.680786026681930445e-02
1.100000000000000000e+01,0.000000000000000000e+00,1.029649517644379425e-01
3.200000000000000000e+01,3.079337301422596096e-01,3.517184364615248415e-01
5.600000000000000000e+01,2.177825321967100936e-01,2.650325168143038979e-01
1.880000000000000000e+02,2.019060803723833619e-01,2.238495792513497118e-01
1.530000000000000000e+02,1.134129318315508783e-01,1.148008847196039656e-01
7.100000000000000000e+01,4.047561485810923787e-01,3.865666006517046172e-01
9.900000000000000000e+01,4.693925008132687759e-01,6.975049047765048693e-02
1.500000000000000000e+02,1.095236028643069986e-01,8.392980192013675678e-02
1.030000000000000000e+02,2.115438926939152975e-01,2.309777515190344910e-01
1.320000000000000000e+02,1.025927649010181242e-01,1.023230205013185429e-01
4.300000000000000000e+01,1.056722116542732626e-01,2.862605276565876045e-01
1.540000000000000000e+02,6.185405465990477698e-03,4.809906435010380399e-02
2.000000000000000000e+01,0.000000000000000000e+00,1.656402205478912371e-01
1.770000000000000000e+02,5.018764665915714795e-01,6.385400411102934992e-01
1.740000000000000000e+02,4.398528252807484273e-01,3.809997183292120893e-01
2.070000000000000000e+02,1.494427427850941181e-01,1.963849564538927284e-01
1.900000000000000000e+01,2.177707074953618427e-01,1.997555593841257027e-01
6.800000000000000000e+01,2.366773074499448903e-01,2.614826147025623992e-01
8.100000000000000000e+01,2.210258686298562092e-01,2.803029200291675682e-01
3.500000000000000000e+01,3.985322167119125791e-01,3.671900192435761934e-01
1.000000000000000000e+02,3.011155961518712232e-01,3.442366756827253682e-01
1.100000000000000000e+02,1.289631424318076758e-01,7.711092112787111541e-02
1.200000000000000000e+02,2.416823387704161996e-01,7.958491362475116071e-02
1.020000000000000000e+02,2.099811716516709614e-01,1.985420401779932897e-01
5.000000000000000000e+00,4.970149281950016207e-02,6.584176496392375733e-02
1.050000000000000000e+02,2.124782691819160629e-01,2.260402717484391588e-01
1.730000000000000000e+02,2.111667565208279196e-01,2.164787882882843184e-01
8.300000000000000000e+01,4.868549323325864764e-01,2.723067776531797879e-01
1.950000000000000000e+02,2.276150465343766971e-01,2.004783812171056223e-01
2.050000000000000000e+02,1.575096784356901092e-02,2.628168989816113132e-01
1.150000000000000000e+02,1.824352628273383514e-01,1.664458025867256441e-01
2.500000000000000000e+01,1.867595579075176093e-01,2.396300697842995431e-01
8.000000000000000000e+01,2.791383632593890107e-01,4.759207977734371542e-01
2.200000000000000000e+01,0.000000000000000000e+00,2.144296817153547308e-01
1.000000000000000000e+01,1.755235597394906588e-01,1.125115833423899064e-01
